id,svid,constellation,cn0,agc,azimuth_deg,elevation_deg,fileName,CONUS,fileID
1,10,Glonass,27.2,0.17,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
2,9,Glonass,35.9,0.17,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
3,16,Glonass,12.8,0.17,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
4,20,Glonass,31.4,0.17,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
5,19,Glonass,30.2,0.17,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
6,21,Glonass,34.3,0.17,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
7,3,Glonass,14.3,0.17,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
8,4,Glonass,16.7,0.17,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
9,2,GPS,37.6,0.1,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
10,5,GPS,23.9,0.1,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
11,12,GPS,32,0.1,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
12,21,GPS,16.8,0.1,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
13,24,GPS,23.7,0.1,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
14,25,GPS,37.2,0.1,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
15,29,GPS,41.8,0.1,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
16,31,GPS,40.7,0.1,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
17,10,Glonass,24.6,0.15,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
18,9,Glonass,34.3,0.15,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
19,16,Glonass,12.8,0.15,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
20,20,Glonass,29.2,0.15,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
21,19,Glonass,26.8,0.15,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
22,21,Glonass,32.6,0.15,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
23,3,Glonass,14.4,0.15,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
24,4,Glonass,16.7,0.15,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
25,2,GPS,36.6,0,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
26,5,GPS,18.5,0,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
27,12,GPS,29.4,0,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
28,21,GPS,16.6,0,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
29,25,GPS,35.8,0,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
30,29,GPS,38.9,0,0,0,TORGI-GNSS-20180905T045105.269Z.gpkg,Control-18.csv,Control-18
31,31,GPS,37.8,0,0,0,,,
